furry_status,age,gender,gender_alignment,orientation,country,religion,occupation,education,howfurry,howoften_write,howoften_draw,opinion_artwork,opinion_writing,opinion_online_communities,opinion_conventions,opinion_fursuiting,importance_artwork,importance_writing,importance_online_communities,importance_conventions,importance_fursuiting
furry,0,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,student,ongoing_university,6,Never,Never,8,7,,4,4,10,6,10,8,5
furry,57,,,,us,,professional,graduate_university,6,Less than once a year,Weekly,10,10,,10,5,10,10,10,10,8
furry,20,Mostly female,cisgender,Asexual,by,"Christian, Orthodox",student,ongoing_university,8,Never,Daily,10,8,,10,10,10,7,9,9,8
furry,28,Mostly male,cisgender,"Bisexual, leaning heterosexual",gb,Atheist,sales_support,technical_college,7,Never,Never,9,7,,8,7,10,8,8,10,8
furry,32,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,administrative,graduate_university,10,Never,Never,10,10,,10,10,10,10,10,10,10
furry,20,"Male, completely",cisgender,Asexual,us,Atheist,unemployed,graduate_highschool,7,Less than once a year,Several times a year,10,10,,8,9,10,8,8,10,10
furry,14,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,Other,5,Never,Less than once a year,10,10,,5,5,9,9,10,6,5
furry,20,Equal parts male and female,cisgender,Mostly homosexual,us,,student,ongoing_university,9,Less than once a year,Never,10,10,,10,10,10,10,10,10,10
furry,30,"Male, completely",cisgender,Mostly homosexual,ca,Agnostic,government_armed_service,ongoing_postcollege,3,Never,Less than once a year,10,8,,1,1,10,8,9,1,1
furry,13,"Male, completely",cisgender,Completely homosexual,us,,student,Other,10,Never,Daily,10,10,,10,10,10,8,10,10,10
fur_fan,32,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,ongoing_university,4,Never,Never,8,4,,3,5,9,5,8,4,5
furry,24,"Male, completely",cisgender,Completely homosexual,us,Atheist,unemployed,graduate_highschool,8,Never,Never,10,8,,5,7,10,7,10,8,7
furry,17,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,some_highschool,4,Never,Less than once a year,10,10,,10,10,10,8,10,9,7
furry,13,Mostly female,cisgender,Bisexual,us,"Christian, Catholic",student,some_highschool,7,Daily,Daily,8,6,,4,8,10,10,10,10,10
fur_fan,28,Non-binary (not otherwise specified),complicated,Asexual,xx,"Christian, Protestant",student,ongoing_postcollege,8,Less than once a year,Yearly,10,7,,5,10,,,,,
nonfurry,24,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,creative_nonfurry,graduate_university,1,Never,Weekly,7,5,,1,6,10,8,10,10,10
fur_fan,29,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,creative_nonfurry,graduate_university,2,Never,Never,6,3,,,6,8,6,10,7,6
furry,18,"Male, completely",cisgender,Mostly homosexual,kr,"Christian, Protestant",student,ongoing_highschool,8,Never,Several times a month,10,8,,10,10,2,1,4,1,1
furry,14,"Male, completely",cisgender,Mostly heterosexual,gb,Atheist,student,ongoing_highschool,3,Never,Never,8,4,,9,10,9,4,10,10,10
furry,23,"Male, completely",cisgender,Bisexual,us,"Christian, Protestant",student,ongoing_university,6,Less than once a year,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,15,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,student,ongoing_highschool,9,Less than once a year,Several times a month,10,10,,10,10,10,8,10,9,8
furry,27,"Male, completely",cisgender,Mostly homosexual,us,Atheist,technical_it,graduate_university,5,Never,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,17,Mostly male,cisgender,Pansexual,us,"Christian, Orthodox",student,ongoing_highschool,6,Never,Several times a year,10,9,,10,10,8,6,7,8,9
fur_fan,17,Mostly male,cisgender,Bisexual,gb,"Christian, Catholic",student,technical_college,10,Never,Never,5,5,,5,5,10,8,8,10,8
furry,25,"Male, completely",cisgender,Completely homosexual,us,Agnostic,student,ongoing_university,10,Never,Never,10,3,,10,10,10,1,5,10,10
furry,22,"Male, completely",cisgender,Bisexual,kr,Agnostic,student,ongoing_university,10,Never,Daily,10,8,,10,10,10,7,10,10,9
furry,22,"Male, completely",cisgender,Bisexual,kr,Agnostic,student,ongoing_university,10,Never,Daily,10,9,,10,8,10,8,10,10,8
furry,17,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,7,Never,Several times a year,9,4,,8,10,8,3,10,9,8
fur_fan,20,"Male, completely",cisgender,Completely homosexual,us,"Christian, Catholic",student,ongoing_university,5,Never,Never,10,10,,9,9,9,8,9,9,9
fur_fan,23,"Male, completely",cisgender,Pansexual,us,Agnostic,student,ongoing_university,3,Less than once a year,Never,9,6,,7,6,9,6,10,7,7
furry,18,"Male, completely",cisgender,Completely heterosexual,us,Atheist,student,ongoing_highschool,8,Never,Several times a month,9,10,,,,10,8,10,10,8
fur_fan,15,"Male, completely",cisgender,Completely heterosexual,dk,Atheist,student,Other,5,Never,Weekly,8,5,,9,10,4,3,9,10,10
furry,20,"Male, completely",cisgender,Completely homosexual,gb,Atheist,service,graduate_highschool,9,Several times a year,Yearly,10,8,,9,9,9,8,10,8,7
furry,20,"Female, completely",cisgender,Mostly heterosexual,it,Atheist,student,graduate_highschool,8,Never,Daily,10,6,,10,10,10,6,10,10,9
furry,17,Genderqueer/genderfluid,transgender,Completely homosexual,us,Agnostic,student,ongoing_highschool,8,Less than once a year,Never,10,10,,10,10,10,10,10,10,10
furry,0,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,graduate_university,8,Several times a year,Never,10,10,,10,10,10,9,10,9,10
furry,17,"Male, completely",cisgender,Mostly heterosexual,ca,Atheist,student,ongoing_highschool,4,Never,Never,9,8,,8,8,8,6,8,8,7
furry_lifestyler,25,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,service,Other,8,Never,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,25,Genderqueer/genderfluid,cisgender,Pansexual,us,Pagan,administrative,some_university,6,Never,Several times a year,10,10,,10,10,10,9,10,10,10
furry,54,"Male, completely",cisgender,"Bisexual, leaning heterosexual",xx,,service,technical_college,7,Never,Never,7,6,,10,9,9,9,10,9,8
furry,18,Equal parts male and female,,Completely homosexual,au,Atheist,student,graduate_highschool,7,Several times a year,Less than once a year,10,10,,8,9,8,8,9,9,9
furry,17,"Male, completely",complicated,Asexual,au,Atheist,student,ongoing_highschool,8,Never,Daily,10,7,,8,10,10,7,10,8,9
furry,27,"Female, completely",cisgender,Completely homosexual,us,Buddhist,professional,technical_college,2,Never,Monthly,10,10,,,10,10,10,10,10,10
furry,23,"Male, completely",cisgender,Bisexual,ca,,service,graduate_highschool,5,Never,Never,8,5,,7,1,10,8,8,8,1
furry,22,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Orthodox",student,ongoing_university,6,Yearly,Yearly,8,5,,6,4,10,7,10,8,7
furry,29,"Male, completely",cisgender,Bisexual,br,Agnostic,technical_it,some_highschool,10,Never,Several times a year,8,8,,8,6,10,8,10,7,3
furry,40,Non-binary (not otherwise specified),complicated,Other,us,Pagan,technical_it,technical_college,6,Several times a year,Several times a year,10,7,,10,10,10,10,10,10,10
nonfurry,18,Other,cisgender,Other,us,Atheist,student,ongoing_highschool,1,Never,Never,5,2,,2,2,1,1,1,1,1
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",student,some_university,8,Daily,Never,8,7,,7,10,9,8,10,10,9
furry,15,"Female, completely",cisgender,Bisexual,us,"Christian, Protestant",student,Other,6,Never,Daily,10,10,,10,1,10,2,6,3,1
furry,24,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Catholic",Other,technical_college,8,Never,Never,10,10,,10,10,10,10,10,5,10
Other,15,"Male, completely",complicated,Mostly homosexual,ca,,student,ongoing_highschool,7,Never,Never,10,6,,8,8,10,4,3,9,9
furry_adjacent,18,"Male, completely",cisgender,Mostly heterosexual,au,"Christian, Catholic",student,ongoing_highschool,5,Never,Never,10,4,,7,8,10,8,10,10,10
furry,22,"Male, completely",cisgender,Completely heterosexual,us,,sales_support,technical_college,8,Never,Never,10,10,,10,10,6,6,10,10,10
furry,17,"Male, completely",,Bisexual,us,Agnostic,student,ongoing_highschool,9,Weekly,Weekly,9,9,,10,10,9,9,10,10,9
furry,17,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,4,Yearly,Less than once a year,10,10,,4,3,7,8,8,4,4
furry,15,"Male, completely",cisgender,Completely heterosexual,gb,"Christian, Catholic",student,ongoing_highschool,5,Never,Never,10,9,,5,7,10,6,10,9,10
furry,20,"Male, completely",cisgender,Bisexual,us,,student,ongoing_university,5,Never,Less than once a year,9,7,,3,3,10,5,9,7,8
fur_fan,27,"Male, completely",cisgender,Completely homosexual,gb,Atheist,Other,graduate_highschool,7,Never,Never,10,10,,10,10,10,10,10,10,10
furry,18,"Female, completely",transgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,6,Never,Never,10,,,,,10,5,9,8,8
furry_related,17,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_highschool,3,Never,Never,5,5,,5,8,5,5,8,10,10
furry,16,Mostly female,complicated,Pansexual,us,"Christian, Catholic",student,ongoing_highschool,5,Several times a year,Daily,10,10,,10,10,10,10,10,10,10
furry,14,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,some_highschool,7,Never,Weekly,9,5,,6,8,9,5,4,8,7
furry,18,Genderqueer/genderfluid,cisgender,Asexual,at,Buddhist,technical_it,some_highschool,10,Daily,Daily,10,10,,10,10,10,10,10,10,10
furry_adjacent,27,"Male, completely",cisgender,Mostly heterosexual,xx,"Christian, Catholic",student,graduate_highschool,2,Never,Monthly,8,4,,4,7,10,4,10,10,10
fur_fan,16,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",student,ongoing_highschool,5,Less than once a year,Never,9,10,,8,8,10,10,10,10,10
fur_fan,15,"Female, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",student,some_highschool,3,Several times a year,Several times a year,7,7,,5,7,7,8,6,6,5
furry,20,"Female, completely",transgender,Bisexual,us,"Christian, Catholic",creative_furry,graduate_highschool,10,Daily,Daily,10,10,,10,10,10,10,10,10,10
furry,15,"Male, completely",cisgender,Completely homosexual,sg,Agnostic,student,ongoing_highschool,5,Never,Never,9,9,,10,10,10,9,9,8,7
furry_lifestyler,1,Non-binary (not otherwise specified),cisgender,Pansexual,us,,student,ongoing_highschool,10,Several times a year,Daily,10,10,,10,10,10,10,8,9,9
furry,19,Mostly male,cisgender,"Bisexual, leaning homosexual",us,,student,ongoing_highschool,5,Never,Never,8,5,,9,10,8,7,10,9,6
furry,27,"Female, completely",transgender,Completely homosexual,us,Atheist,Other,some_university,9,Daily,Monthly,10,8,,10,10,8,5,9,10,10
furry,16,"Male, completely",transgender,Other,us,,student,ongoing_highschool,9,Monthly,Never,9,9,,10,10,10,10,10,10,10
furry,1,"Female, completely",cisgender,Mostly heterosexual,us,,student,Other,5,Several times a month,Daily,9,7,,8,10,7,5,8,10,10
furry,23,"Male, completely",cisgender,Pansexual,us,Atheist,student,ongoing_university,3,Never,Several times a year,9,9,,8,9,10,8,10,9,8
furry_adjacent,21,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,ongoing_university,3,Weekly,Several times a month,8,6,,6,6,9,3,10,9,7
fur_fan,16,"Male, completely",cisgender,Completely heterosexual,mx,Atheist,student,ongoing_highschool,8,Several times a month,Monthly,10,8,,10,7,10,8,10,9,7
fur_fan,19,"Female, completely",cisgender,Bisexual,us,"Christian, Orthodox",student,ongoing_university,6,Never,Monthly,9,6,,9,10,9,8,10,10,10
furry,24,"Male, completely",cisgender,Completely homosexual,us,,student,ongoing_university,6,Several times a year,Less than once a year,10,9,,8,10,10,10,6,8,9
furry,14,Genderqueer/genderfluid,complicated,"Bisexual, leaning homosexual",us,Atheist,student,some_highschool,10,Never,Never,10,10,,10,10,7,1,8,10,10
furry,18,"Female, completely",cisgender,Other,us,Agnostic,student,ongoing_highschool,2,Never,Several times a month,8,6,,6,6,8,7,9,9,8
furry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",de,Agnostic,creative_nonfurry,some_university,7,Less than once a year,Never,10,10,,10,10,10,8,10,10,8
furry,25,"Male, completely",cisgender,Pansexual,us,,student,graduate_university,8,Never,Never,5,1,,10,5,10,1,9,8,1
furry,19,"Male, completely",cisgender,Mostly homosexual,mx,Atheist,student,ongoing_highschool,8,Never,Weekly,10,8,,8,10,10,6,10,6,6
furry_adjacent,21,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Catholic",student,ongoing_university,2,Never,Never,,,,,,,,,,
furry,16,"Male, completely",cisgender,Completely heterosexual,mx,Atheist,student,ongoing_highschool,9,Several times a month,Weekly,10,8,,10,7,10,8,10,10,7
furry,15,Neutrois/agender,transgender,Asexual,us,,student,ongoing_highschool,5,Never,Several times a year,8,10,,10,10,9,10,10,10,10
nonfurry,22,"Female, completely",transgender,Bisexual,au,Agnostic,unemployed,some_highschool,2,,,2,2,,2,3,9,5,10,10,8
furry_related,16,"Male, completely",complicated,Mostly heterosexual,mx,"Christian, Catholic",student,ongoing_highschool,7,,,,,,,,,,,,
furry,16,Mostly male,cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,10,Never,Weekly,10,9,,9,6,9,9,9,8,5
furry,20,"Male, completely",cisgender,"Bisexual, leaning heterosexual",za,Agnostic,student,ongoing_highschool,4,Never,Never,8,9,,7,7,9,9,10,7,8
furry,23,"Female, completely",transgender,Bisexual,us,,,,10,Never,Never,10,10,,5,5,10,10,10,10,10
,0,,,,xx,,,,,,,,,,,,,,,,
nonfurry,16,Mostly female,transgender,Mostly heterosexual,us,,student,Other,5,Never,Never,7,8,,5,5,9,9,10,10,10
furry,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Catholic",student,ongoing_highschool,6,Never,Several times a year,7,6,,7,6,7,7,8,6,6
furry,16,"Male, completely",transgender,Other,us,,student,ongoing_highschool,8,Several times a year,Never,9,9,,10,10,10,10,10,10,10
Other,2,Mostly female,cisgender,Mostly heterosexual,us,"Christian, Catholic",student,ongoing_highschool,6,Never,Never,7,6,,10,10,10,5,9,10,10
,0,,,,xx,,,,,,,,,,,,,,,,
furry_adjacent,15,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,3,Never,Less than once a year,8,4,,7,8,8,5,10,7,8
furry,22,"Male, completely",cisgender,Mostly heterosexual,cl,Atheist,student,ongoing_university,2,Never,Never,9,10,,,6,10,10,10,10,4
furry,20,"Male, completely",cisgender,Mostly heterosexual,au,Atheist,sales_support,graduate_highschool,2,Never,Never,10,7,,3,1,10,8,10,5,5
fur_fan,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",se,Atheist,student,advanced_degree,8,Never,Never,9,9,,3,6,9,7,10,8,5
furry,0,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,sales_support,graduate_highschool,6,Never,Never,10,1,,7,10,10,10,10,10,10
furry,26,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,service,technical_college,4,Yearly,Yearly,10,9,,6,6,10,10,10,8,8
furry,0,"Male, completely",cisgender,Mostly homosexual,us,Atheist,student,ongoing_highschool,,Daily,Daily,10,10,,5,4,10,10,10,10,9
furry,13,Equal parts male and female,cisgender,Bisexual,us,"Christian, Catholic",student,some_highschool,10,Several times a year,Daily,5,4,,10,10,7,5,10,10,10
furry,16,"Male, completely",cisgender,Other,us,"Christian, Orthodox",government_armed_service,ongoing_university,10,Less than once a year,Monthly,10,10,,10,10,10,10,10,10,10
furry_lifestyler,19,Mostly male,cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",student,some_highschool,8,Never,Less than once a year,10,10,,10,7,10,7,9,10,8
furry_lifestyler,21,"Male, completely",cisgender,Mostly heterosexual,us,Pagan,government_armed_service,graduate_highschool,10,Daily,Monthly,10,10,,10,10,10,10,10,10,10
furry,0,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,some_highschool,10,Never,Daily,10,8,,10,10,10,6,10,10,10
furry,50,"Male, completely",cisgender,Completely heterosexual,dk,Atheist,creative_nonfurry,advanced_degree,8,Daily,Never,7,10,,10,10,6,10,10,10,10
furry,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,,professional,technical_college,10,Never,Several times a year,10,5,,10,10,10,10,10,10,10
furry,18,"Female, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_highschool,3,Never,Never,9,6,,10,9,10,7,10,10,10
furry_related,19,"Male, completely",cisgender,Mostly heterosexual,de,Atheist,,some_highschool,4,Never,Never,8,4,,4,7,9,5,7,5,7
fur_fan,33,"Female, completely",cisgender,Mostly heterosexual,us,,Other,Other,3,Never,Never,10,10,,5,4,10,10,10,10,10
furry,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",hu,Atheist,student,ongoing_highschool,2,Never,Never,10,10,,10,7,10,10,10,9,8
furry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,service,some_university,3,Never,Never,10,10,,6,8,10,8,10,4,9
furry,14,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,Other,7,Never,Several times a year,10,9,,9,10,10,7,10,10,9
furry,19,Neutrois/agender,transgender,Pansexual,us,,unemployed,graduate_highschool,6,Never,Never,10,10,,10,8,9,7,10,10,8
furry,0,Mostly male,cisgender,Completely heterosexual,gb,Atheist,student,ongoing_highschool,6,Less than once a year,Less than once a year,8,8,,10,10,7,5,7,8,10
furry,13,"Male, completely",cisgender,Mostly heterosexual,hk,Agnostic,student,ongoing_highschool,7,Several times a month,Several times a month,9,9,,10,10,10,7,10,10,10
furry_adjacent,17,Mostly female,cisgender,Pansexual,se,Atheist,student,ongoing_highschool,4,Never,Never,7,6,,9,9,7,6,8,8,7
furry,21,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_university,5,Never,Never,10,10,,10,10,8,8,8,9,8
furry,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Catholic",unemployed,ongoing_highschool,7,,,,,,,,,,,,
furry,20,"Male, completely",cisgender,Completely homosexual,de,Agnostic,student,technical_college,5,Never,Less than once a year,10,10,,8,8,10,10,10,10,10
fur_fan,19,"Female, completely",cisgender,Completely heterosexual,ca,Atheist,student,ongoing_university,3,Never,Monthly,10,10,,8,6,10,10,10,10,8
